Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Study_Efficiency,Internet_Usage_Hours,Gender_Male,Result,Result_Label,Grade_Label
5.6,71.5,44.4,87.0,90,0.58,2.3,1,1,Pass,A
5.3,74.5,30.4,41.1,40,0.89,5.6,0,0,Fail,D
3.4,94.4,39.0,75.7,75,1.0,4.3,0,1,Pass,B
1.3,80.7,33.1,75.3,75,0.93,2.0,0,1,Pass,B
6.7,68.5,38.5,62.7,60,0.62,7.5,0,1,Pass,C
4.6,97.4,49.5,85.0,90,0.95,8.0,0,1,Pass,A
3.7,91.9,49.5,65.7,60,0.82,5.6,0,1,Pass,C
8.8,62.2,48.0,80.6,75,0.61,8.0,1,1,Pass,B
7.7,100.0,46.7,86.9,75,0.96,1.7,1,1,Pass,B
8.7,80.7,42.6,86.9,40,0.85,6.7,0,0,Fail,D
5.5,66.4,40.6,76.4,75,0.72,5.6,1,1,Pass,B
2.2,69.5,36.6,84.2,75,0.58,2.5,0,1,Pass,B
6.7,80.7,52.9,98.4,90,0.52,3.2,1,1,Pass,A
2.9,91.2,33.8,62.8,60,0.55,6.3,1,1,Pass,C
5.0,69.6,30.1,86.9,40,0.89,6.2,0,0,Fail,D
6.7,80.7,49.5,86.9,90,0.54,6.4,1,1,Pass,A
8.4,72.3,47.2,77.4,75,0.71,7.6,1,1,Pass,B
6.7,83.9,41.6,96.8,90,0.66,6.0,0,1,Pass,A
9.1,80.7,38.8,46.2,40,0.95,6.1,0,0,Fail,D
6.7,64.2,42.2,60.5,60,0.93,6.9,1,1,Pass,C
6.7,87.2,33.5,48.0,40,0.93,5.5,0,0,Fail,D
7.7,91.2,51.6,90.1,90,0.61,1.0,1,1,Pass,A
6.7,80.0,49.0,92.8,90,0.5,7.3,1,1,Pass,A
8.2,74.6,44.9,86.9,75,0.61,3.9,0,1,Pass,B
4.9,77.3,32.9,86.9,40,0.84,6.7,1,0,Fail,D
6.7,75.5,38.0,47.6,40,0.58,1.5,1,0,Fail,D
5.2,98.4,49.5,75.3,75,0.65,7.1,0,1,Pass,B
6.7,80.7,49.2,70.4,60,0.96,4.2,0,1,Pass,C
6.7,68.3,42.1,86.9,75,0.91,7.8,0,1,Pass,B
5.2,75.4,35.4,58.3,60,0.67,2.9,0,1,Pass,C
8.1,81.8,43.6,64.1,60,0.69,3.0,0,1,Pass,C
8.4,84.5,37.6,41.3,40,0.96,6.6,1,0,Fail,D
6.0,78.7,42.8,86.9,40,0.93,2.3,1,0,Fail,D
2.6,92.4,34.1,86.9,60,0.86,6.1,1,1,Pass,C
5.2,90.7,48.0,95.2,90,0.86,6.2,0,1,Pass,A
9.7,80.2,49.5,78.5,75,0.56,7.3,1,1,Pass,B
6.7,94.2,49.5,63.9,60,0.93,3.9,0,1,Pass,C
6.7,90.0,42.3,55.8,40,0.51,1.8,1,0,Fail,D
1.3,91.1,40.0,94.3,90,0.82,2.1,1,1,Pass,A
5.2,98.3,32.5,41.0,40,0.94,1.7,1,0,Fail,D
6.7,70.7,41.9,59.6,60,0.93,6.0,0,1,Pass,C
8.5,70.7,49.5,96.6,90,0.92,6.1,0,1,Pass,A
1.4,95.6,36.1,79.2,75,0.98,4.4,1,1,Pass,B
6.7,90.9,48.1,72.0,75,0.51,4.5,0,1,Pass,B
6.7,97.1,37.2,52.2,40,0.55,5.6,0,0,Fail,D
2.8,62.5,38.8,90.0,90,0.93,5.8,0,1,Pass,A
3.9,85.1,32.0,76.4,40,0.61,6.4,0,0,Fail,D
3.5,65.8,30.0,54.9,40,0.92,5.6,0,0,Fail,D
5.8,80.2,35.1,51.5,40,0.52,7.8,0,0,Fail,D
6.3,66.2,41.9,76.4,40,0.87,3.1,0,0,Fail,D
2.4,65.1,40.5,97.2,90,0.8,4.8,0,1,Pass,A
8.3,80.7,45.5,76.1,75,0.52,7.8,0,1,Pass,B
2.2,85.2,36.4,78.3,75,0.68,5.6,1,1,Pass,B
3.1,80.7,42.8,97.3,90,0.93,1.5,1,1,Pass,A
5.1,80.7,49.5,53.8,40,0.75,7.3,0,0,Fail,D
5.7,72.9,30.8,40.4,40,0.62,3.0,0,0,Fail,D
7.9,66.8,45.2,76.4,75,0.93,5.6,0,1,Pass,B
6.7,97.7,49.5,70.5,75,0.75,1.1,1,1,Pass,B
8.1,72.8,49.5,68.7,60,0.52,6.1,0,1,Pass,C
6.6,73.4,33.7,43.7,40,0.93,2.9,0,0,Fail,D
2.0,93.6,33.6,86.9,60,0.83,7.2,1,1,Pass,C
2.4,85.9,30.6,57.3,60,0.92,6.3,0,1,Pass,C
6.3,88.4,35.6,56.5,60,0.61,5.5,0,1,Pass,C
4.6,85.4,33.7,53.3,40,0.52,5.6,1,0,Fail,D
7.7,97.8,43.2,60.0,60,0.9,4.6,0,1,Pass,C
6.2,68.3,49.5,61.2,60,0.71,7.4,0,1,Pass,C
4.5,99.6,36.5,86.9,60,0.78,3.8,0,1,Pass,C
2.5,93.2,43.9,98.7,90,0.8,2.6,1,1,Pass,A
3.0,83.6,43.2,96.0,90,0.65,4.7,0,1,Pass,A
6.2,86.5,49.5,74.5,60,0.93,4.1,0,1,Pass,C
4.8,86.0,49.5,86.9,40,0.71,3.7,0,0,Fail,D
5.6,62.3,47.3,86.9,90,0.6,5.6,1,1,Pass,A
2.5,68.7,30.3,61.4,60,0.6,1.3,0,1,Pass,C
7.0,98.5,43.9,66.7,60,0.93,5.5,0,1,Pass,C
8.7,81.4,54.8,97.5,90,0.7,2.5,1,1,Pass,A
3.3,75.1,37.1,76.4,75,0.92,4.3,1,1,Pass,B
5.4,90.5,35.7,52.8,40,0.53,3.1,0,0,Fail,D
9.8,81.0,52.1,81.4,75,0.78,7.9,1,1,Pass,B
4.0,60.5,29.7,52.3,40,0.99,4.6,0,0,Fail,D
6.4,89.4,39.9,86.9,60,0.51,2.8,0,1,Pass,C
1.8,89.3,28.6,86.9,40,0.87,6.8,0,0,Fail,D
6.5,66.6,36.1,86.9,40,0.51,4.7,0,0,Fail,D
1.8,98.3,25.5,86.9,40,1.0,7.1,0,0,Fail,D
9.6,69.0,53.9,92.8,90,0.62,5.2,1,1,Pass,A
7.4,80.7,40.0,57.8,40,0.93,4.7,0,0,Fail,D
8.1,64.6,36.2,45.2,40,0.88,1.6,0,0,Fail,D
6.7,84.1,36.6,45.2,40,0.63,5.8,1,0,Fail,D
6.3,75.0,49.5,73.4,60,0.67,3.0,1,1,Pass,C
6.7,74.1,47.3,99.6,90,0.53,3.6,0,1,Pass,A
8.7,80.7,41.3,48.7,40,0.86,6.2,1,0,Fail,D
9.6,60.4,39.0,46.0,40,0.93,5.6,0,0,Fail,D
5.5,91.9,40.1,86.9,60,0.64,5.1,0,1,Pass,C
9.4,82.9,49.2,73.8,75,0.98,3.5,0,1,Pass,B
6.2,99.4,39.7,57.7,60,0.84,2.0,0,1,Pass,C
5.8,80.7,37.4,58.2,60,0.53,7.1,1,1,Pass,C
5.1,62.2,36.1,65.5,60,0.73,5.5,0,1,Pass,C
2.9,62.0,29.6,86.9,60,0.73,1.2,0,1,Pass,C
1.0,95.3,40.0,86.9,90,0.87,1.5,0,1,Pass,A
6.7,93.6,28.5,42.5,40,0.96,5.9,0,0,Fail,D
6.7,73.8,34.8,54.1,40,0.63,1.0,1,0,Fail,D
4.4,80.7,43.8,88.5,75,0.93,5.6,1,1,Pass,B
5.0,79.6,45.0,90.0,90,0.97,3.7,1,1,Pass,A
9.8,98.7,43.5,46.7,40,0.93,4.3,1,0,Fail,D
4.2,98.0,47.7,98.4,90,0.73,1.9,0,1,Pass,A
5.1,99.4,44.6,81.6,75,0.51,1.9,0,1,Pass,B
2.2,94.7,30.8,56.4,60,0.93,2.5,0,1,Pass,C
1.4,96.4,32.7,67.4,60,0.92,4.8,1,1,Pass,C
8.0,68.7,40.2,57.8,60,0.83,5.3,0,1,Pass,C
6.7,93.2,36.2,49.0,40,0.82,4.8,0,0,Fail,D
7.8,88.4,41.7,57.5,60,0.9,5.6,1,1,Pass,C
2.3,98.5,36.9,74.8,75,0.78,7.5,1,1,Pass,B
6.7,82.9,47.4,89.6,75,0.93,1.0,1,1,Pass,B
3.3,63.4,31.5,61.8,60,0.58,6.3,1,1,Pass,C
3.1,83.9,41.9,60.9,60,0.8,5.6,0,1,Pass,C
1.1,87.5,31.4,68.1,60,0.55,7.1,1,1,Pass,C
2.2,68.8,34.9,78.7,75,0.73,7.4,1,1,Pass,B
3.8,75.8,40.7,85.1,90,0.86,3.0,1,1,Pass,A
2.1,83.9,30.5,59.6,60,0.89,3.4,0,1,Pass,C
9.9,80.7,49.9,75.2,75,0.9,2.6,0,1,Pass,B
3.8,75.0,34.1,63.4,60,0.75,4.3,1,1,Pass,C
2.2,65.3,41.9,83.0,75,0.8,7.5,1,1,Pass,B
2.8,97.6,30.3,49.9,40,0.78,6.9,0,0,Fail,D
6.3,90.0,38.2,55.4,60,0.79,4.4,0,1,Pass,C
1.6,60.0,28.9,65.6,60,0.8,3.6,1,1,Pass,C
8.8,90.6,54.7,93.4,90,0.8,4.0,0,1,Pass,A
9.7,80.7,50.7,74.4,75,0.56,6.4,0,1,Pass,B
3.2,60.4,41.8,97.9,90,0.75,4.0,1,1,Pass,A
5.1,74.8,31.5,46.2,40,0.89,6.7,0,0,Fail,D
6.7,84.3,31.1,67.6,60,0.98,6.6,1,1,Pass,C
6.8,80.7,40.9,65.1,60,0.69,2.1,1,1,Pass,C
4.7,80.7,41.3,76.0,75,0.93,4.9,0,1,Pass,B
3.4,77.0,41.1,88.7,75,0.77,1.8,0,1,Pass,B
2.9,80.7,39.6,90.5,90,0.84,6.2,0,1,Pass,A
6.9,99.1,47.8,86.9,75,0.84,5.6,1,1,Pass,B
4.7,69.7,39.9,78.5,75,0.69,3.2,0,1,Pass,B
2.6,88.7,43.1,96.9,90,0.9,7.4,1,1,Pass,A
7.2,65.7,39.9,63.0,60,0.59,5.6,1,1,Pass,C
6.1,73.2,46.5,90.0,90,0.58,1.6,0,1,Pass,A
6.7,77.7,53.8,95.3,90,0.55,5.6,0,1,Pass,A
6.7,67.7,31.8,69.5,60,0.69,5.1,1,1,Pass,C
8.1,78.0,49.1,83.7,75,0.66,1.4,1,1,Pass,B
7.1,66.3,39.6,62.6,60,0.98,7.0,1,1,Pass,C
2.0,80.7,27.1,49.5,40,0.93,3.5,0,0,Fail,D
7.3,86.5,45.8,86.9,75,0.93,7.9,1,1,Pass,B
5.0,62.5,31.8,51.8,40,0.65,4.7,0,0,Fail,D
9.5,94.8,49.5,67.5,60,0.75,3.9,1,1,Pass,C
2.3,67.4,49.5,92.4,90,0.59,6.7,1,1,Pass,A
6.3,69.0,34.1,45.2,40,1.0,5.6,1,0,Fail,D
4.4,80.7,30.0,41.8,40,0.67,6.1,0,0,Fail,D
9.6,78.8,50.0,76.4,75,0.83,3.5,0,1,Pass,B
4.0,80.0,49.5,59.9,60,0.66,5.6,1,1,Pass,C
9.7,65.1,49.5,65.1,60,0.79,1.7,1,1,Pass,C
9.1,80.7,46.7,64.3,60,0.77,3.7,1,1,Pass,C
3.4,84.7,28.8,45.2,40,0.62,3.5,1,0,Fail,D
8.2,65.4,49.5,40.2,40,0.69,5.6,1,0,Fail,D
10.0,75.0,55.7,93.9,90,0.99,2.5,1,1,Pass,A
3.3,80.7,31.8,53.1,40,0.53,7.4,0,0,Fail,D
4.9,82.7,37.8,65.6,60,0.91,6.2,1,1,Pass,C
5.7,80.7,47.3,98.3,90,0.67,5.6,0,1,Pass,A
3.7,74.9,49.5,86.9,90,0.94,1.0,1,1,Pass,A
6.7,69.7,49.5,46.5,40,0.79,2.0,0,0,Fail,D
3.0,80.7,49.5,86.9,75,0.64,3.9,1,1,Pass,B
3.5,93.7,41.5,86.9,75,0.63,1.6,1,1,Pass,B
6.7,77.5,42.3,81.9,75,0.93,7.7,1,1,Pass,B
2.5,80.7,38.4,86.9,75,0.53,3.9,0,1,Pass,B
6.7,96.2,49.5,67.4,60,0.94,2.5,0,1,Pass,C
7.3,83.0,38.1,50.6,40,0.8,5.6,0,0,Fail,D
1.8,82.6,32.2,67.9,60,0.75,5.6,1,1,Pass,C
6.9,80.7,44.5,78.9,75,0.97,4.3,0,1,Pass,B
6.9,84.3,49.5,76.5,75,0.59,6.8,0,1,Pass,B
6.7,83.0,40.8,86.9,40,0.78,5.9,1,0,Fail,D
1.0,75.9,49.5,43.9,40,0.67,3.0,0,0,Fail,D
3.2,99.6,49.5,97.9,90,0.93,1.7,0,1,Pass,A
9.4,95.3,43.1,49.1,40,0.64,5.9,1,0,Fail,D
9.4,80.7,45.1,57.7,40,0.92,6.6,0,0,Fail,D
7.5,81.5,49.0,76.4,90,0.6,5.2,1,1,Pass,A
6.7,78.5,43.0,64.6,60,0.75,2.3,0,1,Pass,C
1.8,67.4,25.6,50.9,40,0.64,7.8,1,0,Fail,D
5.6,72.2,38.8,68.0,60,0.93,4.9,1,1,Pass,C
6.7,91.0,37.5,86.9,75,0.75,3.8,0,1,Pass,B
2.6,78.1,41.9,67.2,60,0.69,4.7,1,1,Pass,C
8.3,95.3,54.7,95.1,90,0.85,5.6,0,1,Pass,A
2.2,80.7,28.1,57.1,60,0.93,4.2,1,1,Pass,C
5.2,80.3,42.3,79.7,75,0.86,6.2,0,1,Pass,B
9.4,85.9,49.5,46.7,40,0.89,7.4,0,0,Fail,D
2.7,80.7,32.5,63.5,60,0.93,5.2,0,1,Pass,C
9.8,95.6,54.5,86.9,75,0.61,6.9,1,1,Pass,B
9.9,99.6,45.8,53.5,40,0.66,4.9,1,0,Fail,D
6.0,64.6,41.1,75.4,75,0.93,3.1,0,1,Pass,B
2.5,65.2,26.3,86.9,40,0.93,7.5,1,0,Fail,D
3.8,65.2,28.0,46.2,40,0.9,1.3,0,0,Fail,D
4.8,87.2,39.7,71.4,75,0.82,6.0,0,1,Pass,B
3.8,80.7,39.2,80.5,75,0.79,5.6,0,1,Pass,B
3.5,80.7,30.0,46.8,40,0.88,2.8,0,0,Fail,D
9.8,76.2,55.8,86.9,90,0.93,5.5,1,1,Pass,A
2.4,80.7,29.4,53.5,40,0.7,1.1,1,0,Fail,D
7.6,80.7,38.4,86.9,40,0.81,5.6,0,0,Fail,D
1.0,80.7,49.5,52.2,40,0.6,5.7,1,0,Fail,D
6.4,81.6,36.0,50.2,40,0.77,1.8,0,0,Fail,D
9.2,63.5,38.4,45.4,40,0.64,5.2,0,0,Fail,D
3.6,76.4,41.2,87.9,90,0.91,2.0,0,1,Pass,A
2.7,80.7,34.5,86.9,75,0.5,2.5,1,1,Pass,B
6.9,78.5,40.6,86.9,75,0.82,4.9,1,1,Pass,B
6.7,96.0,49.5,86.9,75,0.84,5.6,0,1,Pass,B
7.2,96.3,42.7,62.3,60,0.85,2.4,1,1,Pass,C
3.9,80.7,32.1,76.4,40,0.85,4.1,0,0,Fail,D
3.3,75.0,31.0,56.4,60,0.93,5.6,0,1,Pass,C
9.6,80.7,44.4,54.3,40,0.57,1.1,1,0,Fail,D
9.3,75.8,47.2,69.9,60,0.53,1.8,1,1,Pass,C
6.7,69.3,34.4,57.5,40,1.0,5.6,0,0,Fail,D
8.6,73.7,45.9,71.0,75,0.91,5.6,1,1,Pass,B
6.7,62.8,40.5,80.2,75,0.73,4.5,0,1,Pass,B
4.8,80.7,42.9,86.6,75,0.63,5.6,0,1,Pass,B
2.4,78.4,49.5,82.6,75,0.87,3.8,1,1,Pass,B
4.8,98.2,49.5,86.9,40,0.69,6.1,1,0,Fail,D
5.8,72.5,33.0,47.0,40,0.59,1.3,1,0,Fail,D
1.2,96.1,33.8,86.9,75,0.93,3.9,0,1,Pass,B
5.0,69.2,32.5,51.9,40,0.93,4.4,1,0,Fail,D
8.0,67.6,49.5,86.9,75,0.73,2.4,0,1,Pass,B
7.1,80.8,43.8,71.6,75,0.9,7.0,1,1,Pass,B
6.7,86.9,40.0,59.6,60,0.93,4.9,0,1,Pass,C
9.2,61.8,50.2,85.4,90,1.0,6.9,1,1,Pass,A
1.2,68.8,49.5,86.9,60,0.93,2.6,0,1,Pass,C
6.0,80.7,49.4,98.7,90,0.57,6.2,0,1,Pass,A
8.1,80.7,49.5,85.5,90,0.93,5.1,1,1,Pass,A
6.7,88.5,33.7,43.5,40,0.93,5.6,0,0,Fail,D
3.9,80.4,49.5,70.5,75,0.56,4.7,1,1,Pass,B
2.2,66.4,33.2,73.8,75,0.53,5.6,0,1,Pass,B
9.0,95.8,49.5,81.7,75,0.84,4.6,0,1,Pass,B
5.2,80.7,38.5,69.9,60,0.55,7.0,0,1,Pass,C
8.9,89.2,47.4,69.0,60,0.8,1.3,1,1,Pass,C
6.3,91.2,49.5,76.4,90,0.91,1.7,0,1,Pass,A
7.1,98.5,40.9,56.3,60,0.55,7.3,1,1,Pass,C
8.2,79.9,53.4,96.8,90,0.58,5.6,1,1,Pass,A
6.9,84.6,40.0,59.1,60,0.72,5.6,0,1,Pass,C
4.6,80.7,29.7,43.8,40,0.7,3.3,0,0,Fail,D
6.7,87.1,34.9,86.9,40,0.93,5.8,0,0,Fail,D
8.2,78.5,51.7,86.9,90,0.95,3.4,1,1,Pass,A
4.4,77.5,39.1,75.2,75,0.65,5.0,0,1,Pass,B
6.7,94.2,44.4,86.7,90,0.77,3.8,1,1,Pass,A
1.9,62.0,36.6,88.5,90,0.65,6.3,0,1,Pass,A
9.2,95.3,49.5,89.4,75,0.93,2.9,0,1,Pass,B
1.8,94.1,34.9,73.0,75,0.92,6.9,1,1,Pass,B
6.8,80.3,36.8,50.6,40,0.91,2.8,1,0,Fail,D
4.7,80.7,32.0,48.9,40,0.95,5.6,0,0,Fail,D
4.7,74.5,39.2,86.9,40,0.77,2.3,1,0,Fail,D
7.1,99.8,42.8,62.0,60,0.98,5.6,0,1,Pass,C
1.6,64.4,31.7,73.5,75,0.84,5.5,0,1,Pass,B
6.7,80.7,41.9,69.9,60,0.97,6.8,0,1,Pass,C
7.9,80.7,47.4,76.1,75,0.84,5.3,1,1,Pass,B
6.3,80.7,39.3,41.9,40,0.89,2.8,0,0,Fail,D
2.5,91.2,26.7,86.9,40,0.95,7.5,0,0,Fail,D
6.7,80.7,51.8,83.3,75,0.73,5.0,1,1,Pass,B
6.9,64.7,35.8,51.6,40,0.93,5.6,0,0,Fail,D
8.9,74.9,49.0,86.9,75,0.91,6.8,0,1,Pass,B
5.4,65.6,49.5,72.8,75,0.87,6.7,1,1,Pass,B
5.9,95.2,51.0,98.9,90,0.93,1.3,1,1,Pass,A
9.3,90.0,49.5,90.1,90,0.59,5.6,0,1,Pass,A
9.1,90.3,46.7,64.8,60,0.62,7.0,1,1,Pass,C
6.7,80.7,41.7,77.0,75,0.92,7.2,1,1,Pass,B
6.7,80.3,29.1,47.0,40,0.53,6.3,0,0,Fail,D
4.5,66.0,34.6,63.2,60,0.94,5.6,0,1,Pass,C
4.5,73.2,49.5,84.0,75,0.66,6.9,0,1,Pass,B
3.6,65.5,37.0,77.4,75,0.93,5.3,1,1,Pass,B
6.7,89.0,36.4,69.1,60,0.91,3.9,1,1,Pass,C
8.7,66.4,39.2,50.6,40,0.75,3.2,0,0,Fail,D
6.7,88.1,49.5,88.2,90,0.89,5.6,0,1,Pass,A
7.1,80.7,39.9,56.4,60,0.7,7.8,0,1,Pass,C
2.6,78.4,49.5,89.2,90,0.74,3.5,1,1,Pass,A
6.7,65.4,37.8,76.7,75,0.58,3.5,0,1,Pass,B
1.6,72.6,29.2,62.4,60,0.56,4.2,0,1,Pass,C
3.4,72.8,26.8,42.4,40,0.61,3.4,0,0,Fail,D
7.9,88.0,49.5,53.9,40,0.51,5.3,0,0,Fail,D
9.0,64.5,52.4,93.3,90,0.74,5.5,0,1,Pass,A
3.0,93.2,42.0,89.1,75,0.7,1.9,1,1,Pass,B
5.2,90.4,41.8,74.5,75,0.79,7.9,1,1,Pass,B
5.2,67.5,37.6,86.9,60,0.82,3.8,0,1,Pass,C
8.9,88.8,50.3,78.8,75,0.85,6.3,0,1,Pass,B
7.9,86.7,44.9,68.0,60,0.64,4.9,0,1,Pass,C
5.6,89.9,43.8,78.7,75,0.91,7.9,0,1,Pass,B
7.0,67.6,38.3,58.4,60,0.81,6.4,0,1,Pass,C
8.6,66.3,50.9,90.3,90,0.86,4.5,1,1,Pass,A
1.1,69.5,41.9,82.1,75,0.81,1.5,1,1,Pass,B
4.6,74.6,34.6,59.8,60,0.51,6.7,1,1,Pass,C
9.2,91.7,49.5,89.8,90,0.68,4.0,0,1,Pass,A
6.7,89.5,45.1,69.2,60,0.62,7.1,0,1,Pass,C
5.9,97.0,49.5,50.5,40,0.68,6.0,0,0,Fail,D
5.8,62.3,49.5,86.9,75,0.52,2.2,1,1,Pass,B
4.1,60.5,38.8,82.0,75,0.71,3.9,0,1,Pass,B
5.7,88.0,47.8,91.9,90,0.7,4.5,1,1,Pass,A
6.7,71.2,47.4,88.4,90,0.96,2.3,0,1,Pass,A
6.7,73.4,40.7,79.3,75,0.92,5.1,0,1,Pass,B
6.7,81.9,37.5,86.9,40,0.93,5.6,1,0,Fail,D
6.7,64.1,49.5,45.6,40,0.7,2.5,0,0,Fail,D
2.4,85.7,31.6,60.7,60,0.93,3.8,0,1,Pass,C
5.1,73.0,49.5,91.3,90,0.51,5.3,1,1,Pass,A
4.7,85.3,49.5,97.7,90,0.57,2.7,0,1,Pass,A
7.2,93.4,40.1,54.5,40,0.98,5.1,0,0,Fail,D
3.2,66.8,38.8,85.7,90,0.93,5.6,1,1,Pass,A
6.8,97.2,49.5,74.4,75,0.58,5.4,1,1,Pass,B
8.9,81.2,38.5,41.9,40,0.93,2.7,1,0,Fail,D
4.8,96.9,49.5,72.6,75,0.93,3.9,1,1,Pass,B
6.7,68.3,49.5,88.4,90,0.91,1.6,1,1,Pass,A
6.7,84.2,45.2,56.6,60,0.84,4.0,1,1,Pass,C
2.0,76.2,49.5,93.8,90,0.61,2.2,0,1,Pass,A
3.1,91.0,49.5,54.2,40,0.97,4.1,1,0,Fail,D
9.6,84.2,41.0,44.6,40,0.93,5.0,0,0,Fail,D
9.6,79.8,42.1,49.6,40,0.93,3.7,1,0,Fail,D
1.9,96.5,40.5,90.2,90,0.93,7.3,1,1,Pass,A
1.1,75.1,29.2,65.0,60,0.85,5.6,1,1,Pass,C
2.4,68.8,38.0,87.8,90,0.93,6.1,0,1,Pass,A
10.0,80.7,50.0,76.4,75,0.96,6.2,1,1,Pass,B
2.6,80.7,41.9,68.8,60,0.93,6.7,0,1,Pass,C
5.5,77.6,45.3,88.4,90,0.78,2.9,1,1,Pass,A
8.6,79.5,44.8,65.4,60,0.51,1.3,1,1,Pass,C
6.7,98.4,38.7,88.1,75,0.52,5.9,0,1,Pass,B
6.4,80.7,35.5,46.0,40,0.55,5.6,0,0,Fail,D
3.5,64.4,36.9,78.2,75,0.93,7.2,0,1,Pass,B
8.8,68.5,49.1,86.9,75,0.75,3.6,0,1,Pass,B
3.6,99.0,45.3,93.9,90,0.93,6.5,1,1,Pass,A
7.2,89.1,39.4,53.5,40,0.89,7.1,1,0,Fail,D
7.1,96.6,46.8,76.3,75,0.95,5.6,0,1,Pass,B
3.0,72.2,33.0,66.0,60,0.93,4.3,0,1,Pass,C
1.3,80.7,30.5,63.0,60,0.73,2.5,0,1,Pass,C
4.7,88.6,32.2,46.4,40,0.89,6.2,0,0,Fail,D
3.6,71.8,28.8,48.1,40,0.93,4.5,1,0,Fail,D
8.3,82.0,49.5,90.2,90,0.75,3.7,1,1,Pass,A
6.7,80.7,50.4,86.9,90,0.93,5.3,1,1,Pass,A
5.1,79.2,37.0,62.9,60,0.59,6.7,1,1,Pass,C
6.5,93.1,49.2,89.7,90,0.77,3.4,1,1,Pass,A
6.4,93.3,49.5,44.8,40,0.81,5.6,1,0,Fail,D
8.4,94.0,49.4,86.9,75,0.93,5.6,0,1,Pass,B
4.8,92.1,46.4,92.1,90,0.55,6.9,0,1,Pass,A
3.5,79.5,42.0,90.3,90,0.52,4.3,0,1,Pass,A
3.4,75.3,33.0,62.4,60,0.99,3.8,0,1,Pass,C
5.8,93.3,46.3,84.7,75,0.8,5.6,1,1,Pass,B
5.0,79.6,37.6,65.6,60,0.74,7.6,0,1,Pass,C
5.0,69.9,44.1,76.4,90,0.51,4.1,0,1,Pass,A
1.8,80.3,49.5,71.8,75,0.94,3.6,0,1,Pass,B
6.7,65.7,49.5,85.9,90,0.89,1.2,0,1,Pass,A
2.9,87.7,28.0,44.7,40,0.93,1.6,0,0,Fail,D
2.8,73.4,35.6,75.4,75,0.97,5.2,1,1,Pass,B
4.7,70.4,49.5,73.0,75,0.87,4.9,0,1,Pass,B
3.1,98.3,41.9,76.6,75,0.94,7.3,1,1,Pass,B
6.3,91.1,49.5,81.7,75,0.93,5.6,0,1,Pass,B
4.3,80.7,46.3,95.1,90,0.93,3.5,0,1,Pass,A
5.0,84.9,44.6,87.1,90,0.69,6.6,0,1,Pass,A
5.8,93.6,36.9,86.9,40,0.93,1.8,1,0,Fail,D
2.8,90.4,41.5,89.6,90,0.81,5.1,0,1,Pass,A
2.4,84.0,49.5,47.3,40,0.64,2.1,0,0,Fail,D
6.7,98.4,50.8,77.3,75,0.7,3.3,0,1,Pass,B
4.9,67.7,44.5,93.0,90,0.63,2.9,0,1,Pass,A
4.7,97.7,33.0,46.1,40,0.8,6.6,0,0,Fail,D
6.7,80.7,37.5,91.0,90,0.6,2.1,0,1,Pass,A
5.5,81.1,45.5,86.9,90,0.65,5.6,1,1,Pass,A
6.0,64.9,39.6,70.2,75,0.75,5.1,1,1,Pass,B
6.0,81.6,37.7,86.9,60,0.9,4.7,0,1,Pass,C
6.7,80.7,42.5,64.3,60,0.64,2.7,0,1,Pass,C
2.6,99.9,49.5,98.1,90,0.52,2.7,0,1,Pass,A
3.3,80.7,32.1,52.1,40,0.57,6.5,1,0,Fail,D
8.3,98.7,49.5,74.8,75,0.61,5.8,0,1,Pass,B
9.5,73.9,39.9,45.0,40,0.95,6.1,0,0,Fail,D
2.2,99.7,30.3,53.1,40,0.68,6.8,1,0,Fail,D
6.7,78.2,44.6,85.8,90,0.72,6.7,0,1,Pass,A
2.9,94.1,32.7,58.2,60,0.92,2.3,0,1,Pass,C
1.5,68.7,39.6,99.1,90,0.73,5.8,0,1,Pass,A
3.9,80.2,36.8,70.0,75,0.53,1.2,0,1,Pass,B
6.7,98.6,35.8,71.0,75,0.91,3.0,0,1,Pass,B
7.4,97.9,37.2,42.2,40,0.74,4.7,0,0,Fail,D
6.7,87.3,49.6,97.4,90,0.86,3.3,1,1,Pass,A
2.3,91.9,28.9,50.5,40,0.98,5.7,1,0,Fail,D
1.1,67.1,30.6,72.3,75,0.59,2.5,0,1,Pass,B
8.3,88.9,44.6,63.7,60,0.87,2.3,0,1,Pass,C
2.6,80.7,33.1,86.9,60,0.79,6.9,1,1,Pass,C
6.5,63.7,49.5,78.6,75,0.93,4.4,1,1,Pass,B
6.7,64.5,49.5,79.7,75,0.97,6.9,0,1,Pass,B
6.3,80.7,33.8,76.4,40,0.9,4.2,0,0,Fail,D
3.8,89.0,37.5,70.0,75,0.92,5.1,1,1,Pass,B
1.8,65.7,49.5,86.9,40,0.59,4.4,1,0,Fail,D
3.0,78.7,33.8,66.6,60,0.54,5.9,0,1,Pass,C
2.7,74.3,27.8,49.9,40,0.58,5.4,1,0,Fail,D
4.9,82.0,35.6,58.8,60,0.73,6.0,1,1,Pass,C
6.7,80.7,38.4,52.7,40,0.62,6.8,0,0,Fail,D
3.4,87.4,49.5,47.5,40,0.85,2.0,0,0,Fail,D
1.1,80.6,29.1,86.9,60,0.93,6.0,1,1,Pass,C
5.7,78.6,49.5,86.9,75,0.93,6.7,1,1,Pass,B
